id,dist_cap_km,taxa_fec,renda_cap,pobreza,pop_ate_25_2000,perc_ate_25_2000,var_pop_ate_25,perc_pop_urb,player
130230,749.2322046,5.74,60.79,69.64,16290,0.724,1.5298647633358378,0.3433333333333333,0
130380,851.2251501,3.21,106.61,70.92,18164,0.6065382175176145,1.263318959521491,0.4131632550839817,0
291110,756.9819224,3.49,117.52,65.16,11353,0.6207895888013998,1.123725626051668,0.5129593175853019,0
500560,181.8466408,3.11,248.19,53.55,12406,0.5392271917242578,1.0461253056750148,0.524144825487895,0
431730,436.8211472,2.85,406.43,38.22,14666,0.44036752342061014,1.0503473465587625,0.8392985827528224,0
140070,205.1394919,4.05,49.08,83.03,4076,0.7025163736642537,1.6962130669995839,0.0904860392967942,0
140040,165.729934,3.69,66.13,81.95,4054,0.660475724991854,1.5948072383949645,0.24437927663734116,0
261560,593.7932376,3.44,178.13,55.94,12723,0.5801641586867305,1.0695191661062542,0.7840857273141815,0
130100,786.9118229,5.38,81.4,70.09,16111,0.6878869390717732,1.1787386596429617,0.720549933820076,0
521400,256.9601494,2.45,202.63,37.25,5672,0.5070623994278562,0.9680832906639358,0.8649204362596102,0
261300,179.5935854,4.77,155.61,56.72,25454,0.5611552028218695,1.0212236710130391,0.5138007054673721,0
130020,1136.123943,5.73,74.95,67.71,6811,0.6777788834709921,1.2217040358744395,0.41546422529604937,0
170900,295.0434862,4.94,66.24,73.04,6683,0.6055636100036245,0.9133524668580019,0.3842877854295034,0
130430,259.1295679,5.58,132.73,56.69,12052,0.6559982582190289,1.5682498373454783,0.4407794469845417,0
130014,455.2778907,4.35,130.08,71.01,8320,0.6001154068090018,2.280076733351603,0.44186381996537794,0
500325,264.151607,2.23,346.15,40.11,7746,0.500129132231405,0.9926951172625913,0.7414127066115702,0
150548,355.1932572,4.32,122.68,62.97,18387,0.6364926613126558,1.1045233375382952,0.2632234837995015,0
290475,610.9344097,4.53,40.52,79.96,11404,0.6407821542956678,1.3438604760782464,0.33286508962184636,0
292360,406.6898672,2.55,89.28,55.09,9555,0.5049944506104328,0.8809699428360686,0.4166270281697585,0
270710,221.5574994,2.94,89.37,69.61,12494,0.6244814314989754,1.3353997434801197,0.06697655820462838,0
261245,600.3931015,3.8,61.37,73.4,6336,0.5625,1.0158730158730158,0.2539950284090909,0
150730,694.3316306,4.01,247.96,50.71,20962,0.6054706680916206,1.3027158038655149,0.3619190664625516,0
150812,278.7715693,3.61,228.54,43.07,12040,0.6253246078736886,1.3515940727436013,0.6185208268411758,0
290250,657.3157693,3.44,76.9,70.15,6940,0.5698333196485754,0.8107476635514018,0.22391000903194022,0
150200,71.03056962,3.47,114.07,58.23,9763,0.6185769498827852,1.1366864594248458,0.3695114997148831,0
290690,535.1881126,3.13,184.73,47.65,11277,0.5609610505894642,0.9470899470899471,0.5139531413221907,0
220320,574.1172556,2.96,117.79,64.12,5477,0.5754360159697416,1.1586629997884494,0.5533725572599285,0
150290,107.868025,3.6,112.07,59.11,15548,0.59434250764526,1.22521670606777,0.38008409785932723,0
260990,572.6661541,3.96,104.88,64.79,32826,0.5786050446829888,0.9983273014810985,0.4690039306928948,0
292340,522.5054206,3.2,106.67,63.16,11313,0.5628638240708493,0.8807318022576878,0.3312105079854719,0
292925,417.136966,2.95,105.9,62.7,10817,0.5874972843797523,0.925637514975184,0.5328590049967412,0
270840,180.73443,6.05,43.49,76.25,17482,0.6342790798926058,0.9757213819277781,0.33600609534866843,0
